EmployeeID,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,JobLevel,BusinessTravel,EmploymentType,WorkLocation,RemoteWork,DateOfJoining,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,MonthlyIncome,AnnualSalary,SalaryHikePercent,Bonus,StockOptionLevel,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumberOfProjects,PromotionInLast5Years,EngagementScore,AbsenteeismDays,ManagerRating,TeamSize,Attrition,DistanceFromHome,HealthIssues,JobInvolvement,StressLevel,HiringSource,CostToHire,ReplacementCost,Region,AgeGroup
333,Male,22,Divorced,Master,HR,Manager,4,Travel_Rarely,Full-Time,Bangalore,Yes,22-11-2020,5.2,5,6,32563,390756,12,32705,1,Yes,2,2,4,1,10,Yes,3,19,2,11,Yes,2,Yes,4,1,LinkedIn,40151,43365,East,18-24
334,Male,49,Single,Master,Marketing,Analyst,2,Non-Travel,Contract,Mumbai,Yes,06-07-2017,8.6,6,0,141297,1695564,5,48319,1,No,2,3,3,4,14,Yes,47,2,1,10,No,12,Yes,2,1,Campus,11055,95582,West,45-54
335,Male,26,Single,High School,Operations,Specialist,4,Travel_Frequently,Full-Time,Delhi,Yes,23-03-2022,3.9,4,7,138363,1660356,13,21057,2,Yes,1,4,1,4,2,Yes,34,0,2,4,No,29,Yes,3,1,Referral,13937,56731,East,25-34
336,Male,43,Divorced,High School,Finance,Manager,2,Travel_Rarely,Contract,Bangalore,No,04-11-2016,9.3,2,0,132681,1592172,10,37621,1,Yes,4,4,2,1,10,Yes,88,2,4,12,No,29,No,2,3,LinkedIn,35395,40202,South,35-44
337,Male,28,Divorced,PhD,Finance,Executive,3,Travel_Rarely,Contract,Bangalore,No,03-05-2019,6.8,9,4,136109,1633308,22,35343,1,Yes,2,1,2,2,3,No,39,8,4,5,No,16,No,1,4,Referral,38054,34440,West,25-34
338,Female,46,Single,High School,Finance,Analyst,2,Travel_Rarely,Contract,Mumbai,No,10-11-2016,9.3,4,4,145919,1751028,24,13311,1,Yes,3,4,1,1,6,Yes,10,15,2,12,No,29,Yes,2,2,Referral,17044,91033,South,45-54
339,Male,45,Divorced,Master,HR,Team Lead,4,Non-Travel,Contract,Delhi,No,21-12-2017,8.2,2,9,99287,1191444,6,42915,1,Yes,2,4,3,1,2,Yes,95,16,1,3,No,15,No,3,2,Campus,40098,84829,East,35-44
340,Female,48,Married,Bachelor,IT,Specialist,1,Travel_Frequently,Full-Time,Ahmedabad,Yes,05-04-2017,8.9,4,7,125280,1503360,19,28351,0,Yes,3,1,1,2,1,No,71,16,1,12,No,28,No,3,4,Referral,15392,45905,North,45-54
341,Male,36,Single,High School,IT,Analyst,3,Travel_Rarely,Contract,Pune,Yes,14-01-2016,10.1,9,4,111865,1342380,18,18384,0,Yes,1,2,3,2,7,No,80,4,1,14,Yes,20,No,4,3,Referral,14846,36651,North,35-44
342,Male,54,Divorced,High School,IT,Manager,2,Non-Travel,Full-Time,Mumbai,Yes,21-09-2017,8.4,5,5,20569,246828,24,25294,0,Yes,1,1,1,4,5,Yes,69,3,2,4,No,3,Yes,2,2,Consultancy,35921,39340,South,45-54
343,Male,57,Single,High School,IT,Analyst,4,Non-Travel,Contract,Bangalore,No,30-06-2019,6.6,1,9,58596,703152,24,43967,1,No,4,1,4,3,5,No,31,11,4,14,No,19,Yes,2,3,Consultancy,46196,80719,North,55-64
344,Female,34,Divorced,Master,Marketing,Executive,5,Travel_Rarely,Contract,Mumbai,Yes,22-11-2018,7.3,7,0,49877,598524,13,12012,0,No,1,4,1,3,3,Yes,6,17,3,13,No,29,No,1,2,Referral,17692,48555,East,25-34
345,Female,56,Single,High School,Marketing,Specialist,4,Travel_Frequently,Full-Time,Pune,No,21-02-2021,5,5,1,37939,455268,22,36648,0,Yes,2,1,2,4,5,No,1,11,2,8,No,19,Yes,4,3,Campus,49618,44918,South,55-64
346,Male,38,Divorced,Bachelor,Finance,Analyst,1,Non-Travel,Contract,Bangalore,Yes,06-08-2020,5.5,3,6,31929,383148,12,27144,1,Yes,2,1,3,1,8,No,21,3,4,9,No,15,No,2,2,LinkedIn,33949,36116,North,35-44
347,Male,24,Divorced,High School,HR,Team Lead,1,Travel_Frequently,Full-Time,Bangalore,Yes,08-10-2020,5.4,6,9,123100,1477200,5,46110,2,No,4,4,3,2,5,No,16,10,4,11,No,10,No,1,4,Consultancy,29346,55050,North,18-24
348,Male,45,Single,PhD,Sales,Specialist,5,Travel_Rarely,Contract,Mumbai,No,20-04-2016,9.8,5,8,103397,1240764,21,41542,1,Yes,1,1,4,3,9,Yes,82,2,2,4,No,10,Yes,3,4,Campus,28854,51815,East,35-44
349,Female,43,Single,Bachelor,Finance,Specialist,4,Travel_Rarely,Full-Time,Bangalore,Yes,15-01-2022,4.1,6,5,119372,1432464,23,34386,2,Yes,4,3,4,2,11,Yes,24,15,3,7,No,21,No,2,3,LinkedIn,28812,75309,East,35-44
350,Male,57,Single,Bachelor,Finance,Analyst,1,Non-Travel,Contract,Delhi,Yes,12-04-2017,8.9,9,3,60581,726972,12,19199,2,No,1,3,4,1,14,No,96,14,2,13,No,26,No,4,3,Campus,24340,55999,West,55-64
351,Female,31,Single,PhD,Sales,Specialist,5,Non-Travel,Contract,Delhi,No,28-04-2018,7.8,4,8,89374,1072488,14,9916,1,Yes,2,2,4,4,1,No,82,6,3,10,Yes,13,Yes,4,4,Campus,39090,63663,West,25-34
352,Male,34,Divorced,High School,Operations,Team Lead,3,Non-Travel,Contract,Delhi,No,02-12-2022,3.2,6,0,130252,1563024,16,1041,0,No,4,3,1,2,6,Yes,47,12,1,14,No,9,No,3,4,LinkedIn,14267,91524,East,25-34
353,Female,32,Single,PhD,Sales,Team Lead,5,Travel_Frequently,Full-Time,Ahmedabad,No,25-10-2018,7.3,1,3,28680,344160,5,31110,0,Yes,3,4,3,3,6,No,74,5,1,3,No,21,No,2,4,LinkedIn,19552,61300,East,25-34
354,Male,59,Single,PhD,Marketing,Manager,5,Travel_Frequently,Full-Time,Bangalore,Yes,15-07-2018,7.6,4,2,88535,1062420,16,49725,2,Yes,1,2,3,2,8,Yes,91,3,1,7,No,8,Yes,3,3,LinkedIn,16050,63952,East,55-64
355,Female,48,Single,Bachelor,Finance,Team Lead,4,Travel_Frequently,Contract,Ahmedabad,No,23-04-2021,4.8,3,4,82648,991776,10,3869,2,No,3,4,2,4,14,Yes,12,11,4,13,No,17,Yes,3,2,Referral,17147,89134,South,45-54
356,Male,49,Single,High School,Finance,Manager,5,Travel_Rarely,Contract,Bangalore,Yes,11-02-2017,9,6,4,142906,1714872,14,30916,0,Yes,3,1,4,4,6,No,4,1,2,5,No,18,Yes,2,3,LinkedIn,45268,89000,West,45-54
357,Male,23,Single,PhD,Sales,Manager,2,Travel_Rarely,Full-Time,Pune,Yes,17-06-2020,5.7,2,2,49265,591180,7,16997,2,Yes,3,1,3,3,1,Yes,17,0,3,12,No,21,Yes,2,3,Referral,37913,30567,West,18-24
358,Male,30,Single,Master,Marketing,Team Lead,1,Travel_Frequently,Contract,Delhi,No,19-10-2019,6.3,7,5,110005,1320060,16,43417,2,Yes,3,2,1,1,12,Yes,92,2,3,4,No,20,No,2,4,LinkedIn,19304,79622,West,25-34
359,Female,42,Single,High School,Operations,Team Lead,3,Non-Travel,Contract,Delhi,Yes,18-11-2022,3.3,9,9,128654,1543848,17,40159,0,No,1,1,1,1,8,Yes,48,6,1,14,No,26,No,1,3,Consultancy,44674,38105,West,35-44
360,Female,45,Single,PhD,Finance,Executive,2,Travel_Rarely,Contract,Delhi,Yes,13-05-2018,7.8,5,2,51969,623628,24,4359,1,No,3,2,1,3,7,No,46,18,4,12,No,10,Yes,4,3,Referral,32082,82598,East,35-44
361,Male,48,Single,PhD,IT,Team Lead,4,Travel_Rarely,Full-Time,Delhi,Yes,01-05-2017,8.8,0,5,66665,799980,22,26651,2,No,2,2,3,1,2,Yes,44,9,4,3,No,12,No,3,4,Referral,25701,89072,South,45-54
362,Female,40,Divorced,High School,Finance,Manager,2,Travel_Frequently,Contract,Ahmedabad,Yes,19-01-2023,3.1,5,4,122123,1465476,17,1626,2,No,2,3,4,1,12,No,98,15,1,5,No,10,Yes,4,3,LinkedIn,26427,53276,West,35-44
363,Female,37,Single,Bachelor,Finance,Manager,4,Non-Travel,Full-Time,Ahmedabad,No,11-03-2018,8,7,7,105848,1270176,15,12300,2,No,2,4,4,4,8,Yes,71,13,4,4,No,25,Yes,4,1,LinkedIn,16766,69954,East,35-44
364,Female,32,Single,PhD,Finance,Analyst,5,Non-Travel,Full-Time,Delhi,No,03-02-2024,2,4,5,45102,541224,21,14669,2,No,2,3,4,2,6,No,39,14,2,7,No,28,Yes,1,4,Referral,23546,26805,North,25-34
365,Male,29,Single,Master,Marketing,Analyst,4,Non-Travel,Contract,Pune,No,26-08-2021,4.5,9,4,82028,984336,13,15021,1,No,3,2,2,4,10,Yes,29,18,3,10,No,23,Yes,2,3,Campus,28740,23810,West,25-34
366,Male,52,Married,Bachelor,Finance,Specialist,2,Non-Travel,Contract,Ahmedabad,No,06-06-2019,6.7,2,7,119855,1438260,10,49713,1,No,4,4,4,2,5,Yes,40,1,4,9,No,16,Yes,3,2,Referral,25531,74816,West,45-54
367,Female,27,Divorced,Master,Marketing,Executive,3,Travel_Rarely,Full-Time,Ahmedabad,Yes,17-06-2024,1.7,2,7,145806,1749672,10,2365,1,Yes,1,3,4,3,5,No,30,16,1,6,Yes,29,Yes,2,4,Consultancy,19617,95268,East,25-34
368,Male,52,Single,Bachelor,Marketing,Manager,5,Non-Travel,Full-Time,Ahmedabad,No,29-12-2022,3.1,7,6,122653,1471836,9,30226,2,No,2,1,2,3,8,No,46,10,2,7,No,8,Yes,4,1,LinkedIn,16998,30129,East,45-54
369,Male,25,Divorced,Master,HR,Analyst,3,Non-Travel,Full-Time,Mumbai,Yes,05-07-2015,10.6,0,9,85355,1024260,5,10336,1,Yes,4,4,2,4,6,No,89,14,4,10,No,4,No,2,3,Campus,35143,69695,West,18-24
370,Male,28,Married,High School,Marketing,Specialist,1,Travel_Frequently,Full-Time,Delhi,No,17-09-2019,6.4,3,1,149544,1794528,23,30255,2,No,2,1,4,4,6,No,50,1,3,10,Yes,17,Yes,1,4,Consultancy,37794,62923,West,25-34
371,Male,45,Single,Bachelor,IT,Manager,2,Non-Travel,Contract,Ahmedabad,Yes,13-03-2024,1.9,3,6,105818,1269816,6,6021,2,No,4,2,2,4,8,Yes,8,7,1,4,No,12,Yes,4,4,LinkedIn,35058,23093,East,35-44
372,Male,42,Single,Master,Marketing,Specialist,2,Travel_Rarely,Contract,Pune,Yes,30-03-2021,4.9,7,1,78806,945672,11,25765,0,Yes,4,2,2,2,2,No,87,14,3,13,No,9,Yes,2,1,LinkedIn,12160,84648,East,35-44
373,Male,43,Single,PhD,Marketing,Manager,5,Travel_Rarely,Full-Time,Bangalore,No,04-12-2015,10.2,5,6,132789,1593468,12,38299,0,Yes,1,1,4,4,11,Yes,12,13,3,14,Yes,3,Yes,1,3,Consultancy,40204,78499,East,35-44
374,Female,41,Single,High School,Marketing,Specialist,2,Travel_Rarely,Contract,Bangalore,Yes,16-12-2022,3.2,0,8,22366,268392,19,49648,0,No,1,3,1,3,6,No,78,16,1,5,No,1,Yes,1,2,Campus,27861,84186,South,35-44
375,Male,43,Married,Master,IT,Analyst,4,Non-Travel,Contract,Bangalore,Yes,12-11-2020,5.3,9,8,126605,1519260,6,2243,1,No,3,4,1,3,4,No,26,18,1,6,No,10,Yes,2,4,Referral,27488,20908,West,35-44
376,Female,28,Single,Bachelor,HR,Executive,4,Travel_Rarely,Full-Time,Mumbai,Yes,24-04-2023,2.8,3,9,115967,1391604,6,43271,1,No,3,3,2,2,8,Yes,15,16,1,4,No,6,Yes,2,2,Campus,40306,78150,East,25-34
377,Male,48,Divorced,Bachelor,HR,Team Lead,4,Non-Travel,Full-Time,Ahmedabad,Yes,13-08-2021,4.5,1,0,69855,838260,9,36210,2,No,4,4,3,3,9,Yes,87,5,4,4,No,3,Yes,3,2,LinkedIn,21652,73365,North,45-54
378,Male,44,Married,High School,Operations,Executive,5,Travel_Rarely,Contract,Bangalore,Yes,03-04-2022,3.9,6,5,119058,1428696,8,46241,1,No,3,3,3,2,6,No,2,16,1,3,No,6,Yes,1,1,Consultancy,10246,51153,North,35-44
379,Male,21,Divorced,PhD,Operations,Specialist,3,Non-Travel,Contract,Bangalore,Yes,30-08-2015,10.5,1,0,76238,914856,11,6060,0,No,1,3,2,4,8,Yes,20,16,1,6,No,5,No,3,2,Consultancy,33177,22459,North,18-24
380,Female,49,Divorced,Bachelor,Finance,Executive,2,Travel_Frequently,Full-Time,Mumbai,No,19-02-2016,10,4,7,70870,850440,10,25474,2,No,1,1,1,2,7,Yes,42,11,2,12,No,20,Yes,4,1,Consultancy,38490,79004,South,45-54
381,Male,57,Married,High School,Operations,Executive,3,Travel_Frequently,Contract,Ahmedabad,No,13-08-2018,7.5,2,9,95992,1151904,21,31098,2,No,1,1,1,4,14,Yes,24,10,1,7,No,20,Yes,1,2,Campus,10306,89767,North,55-64
382,Male,51,Single,Bachelor,HR,Manager,2,Travel_Rarely,Contract,Delhi,Yes,30-07-2017,8.6,4,8,26336,316032,17,13056,0,No,3,4,4,3,10,No,6,11,2,6,Yes,10,Yes,3,3,Consultancy,29853,37101,East,45-54
383,Female,23,Married,Bachelor,IT,Analyst,4,Travel_Frequently,Full-Time,Mumbai,Yes,04-08-2016,9.6,0,2,64653,775836,23,26911,2,No,2,4,3,3,8,No,44,9,3,6,No,1,Yes,4,4,Referral,39674,76234,West,18-24
384,Female,47,Single,High School,HR,Analyst,3,Non-Travel,Contract,Delhi,No,28-03-2022,3.9,7,7,31519,378228,10,37651,2,No,4,3,1,4,2,Yes,86,2,3,8,No,28,Yes,2,2,Campus,47997,79940,North,45-54
385,Female,43,Divorced,Master,Finance,Team Lead,3,Travel_Frequently,Contract,Delhi,Yes,22-04-2018,7.8,8,7,142202,1706424,10,13526,0,Yes,3,3,2,3,1,No,83,10,4,7,No,5,No,2,2,Referral,40279,34404,East,35-44
386,Female,57,Single,PhD,Finance,Manager,4,Travel_Frequently,Contract,Pune,No,22-10-2023,2.3,5,4,138198,1658376,20,40253,0,No,2,1,4,1,4,No,56,9,3,6,No,18,Yes,1,2,Campus,31326,24597,North,55-64
387,Female,23,Single,PhD,Sales,Team Lead,3,Non-Travel,Contract,Pune,No,12-07-2017,8.6,9,1,69477,833724,16,32021,0,Yes,3,4,4,1,11,Yes,25,9,4,10,No,21,Yes,4,3,LinkedIn,47895,41946,North,18-24
388,Male,42,Married,High School,HR,Analyst,3,Travel_Frequently,Full-Time,Delhi,Yes,28-02-2015,11,1,5,42161,505932,12,26926,0,Yes,3,1,4,1,5,Yes,96,5,2,8,No,14,Yes,4,4,LinkedIn,37066,77944,North,35-44
389,Female,47,Single,High School,Marketing,Analyst,3,Travel_Frequently,Contract,Ahmedabad,No,22-03-2024,1.9,4,9,57081,684972,13,27579,2,No,2,4,2,1,11,Yes,83,5,1,10,No,24,No,4,3,Referral,29310,70241,South,45-54
390,Female,48,Divorced,PhD,HR,Team Lead,4,Non-Travel,Contract,Bangalore,Yes,22-02-2015,11,2,1,124553,1494636,17,26467,2,Yes,3,3,1,3,1,Yes,90,6,4,9,No,8,No,3,1,Referral,28161,66022,North,45-54
391,Male,43,Single,Master,Operations,Manager,3,Travel_Frequently,Full-Time,Bangalore,No,08-08-2019,6.5,6,2,110724,1328688,14,37634,2,Yes,3,2,1,2,14,Yes,21,3,1,9,No,6,No,1,2,LinkedIn,13952,76880,South,35-44
392,Male,33,Divorced,Bachelor,Operations,Team Lead,5,Non-Travel,Contract,Ahmedabad,Yes,01-04-2016,9.9,8,4,132175,1586100,20,34617,1,Yes,2,4,3,3,6,Yes,45,4,4,14,No,22,No,4,4,Referral,49941,73950,South,25-34
393,Female,33,Divorced,PhD,Sales,Executive,2,Travel_Rarely,Contract,Bangalore,Yes,22-02-2015,11,3,7,145309,1743708,12,46229,2,No,4,1,4,2,5,Yes,81,0,3,4,Yes,4,Yes,4,4,Referral,18712,93757,East,25-34
394,Male,43,Married,High School,Operations,Manager,4,Travel_Frequently,Full-Time,Pune,No,30-06-2024,1.6,6,2,97124,1165488,5,34129,0,No,3,3,4,4,9,Yes,48,2,2,9,No,15,Yes,2,3,Consultancy,45326,75059,West,35-44
395,Female,48,Divorced,Bachelor,Marketing,Manager,2,Non-Travel,Full-Time,Pune,No,10-06-2018,7.7,4,1,107340,1288080,20,28525,0,Yes,2,2,3,3,2,Yes,67,4,4,13,No,13,No,3,2,Campus,44512,97395,South,45-54
396,Male,33,Divorced,Master,IT,Team Lead,2,Travel_Rarely,Contract,Bangalore,No,22-02-2023,3,1,4,123393,1480716,6,1081,1,No,1,1,3,3,1,Yes,75,8,2,11,No,7,No,3,1,Campus,19695,68582,East,25-34
397,Female,25,Divorced,Master,Operations,Executive,2,Non-Travel,Full-Time,Ahmedabad,Yes,19-04-2015,10.8,1,1,138013,1656156,6,41476,0,Yes,2,4,2,2,2,Yes,58,14,4,10,No,17,Yes,4,1,Referral,32106,37131,South,18-24
398,Female,21,Divorced,Master,HR,Manager,3,Non-Travel,Contract,Ahmedabad,Yes,28-01-2018,8.1,5,5,37881,454572,14,47249,2,Yes,2,2,3,2,6,Yes,41,10,1,4,No,26,No,4,4,Campus,12837,94135,West,18-24
399,Female,26,Married,High School,Operations,Team Lead,2,Travel_Rarely,Contract,Mumbai,No,27-01-2023,3.1,8,3,125025,1500300,11,32535,0,No,2,3,1,1,2,No,51,19,2,9,No,26,No,1,1,Consultancy,29830,25738,East,25-34
400,Male,58,Married,High School,Finance,Team Lead,3,Travel_Rarely,Full-Time,Pune,Yes,23-07-2015,10.6,2,2,98672,1184064,18,36527,1,Yes,3,4,1,4,5,No,79,1,3,9,No,10,Yes,1,3,Referral,11740,50121,East,55-64
401,Female,44,Single,PhD,HR,Executive,4,Non-Travel,Contract,Mumbai,Yes,10-07-2017,8.6,6,7,54722,656664,7,17776,0,Yes,1,1,1,3,8,No,48,9,3,7,No,24,No,3,2,LinkedIn,36918,76313,East,35-44
402,Female,56,Divorced,Master,Sales,Manager,2,Travel_Rarely,Contract,Delhi,Yes,23-01-2018,8.1,5,2,131688,1580256,23,37317,0,Yes,1,3,2,2,4,No,2,14,4,13,No,7,No,2,3,Campus,26720,87203,North,55-64
403,Male,23,Married,Bachelor,HR,Analyst,1,Travel_Frequently,Contract,Ahmedabad,Yes,24-06-2021,4.7,2,1,78235,938820,18,43732,1,Yes,3,4,4,4,11,Yes,33,6,1,6,No,20,No,3,3,LinkedIn,17253,99311,South,18-24
404,Female,44,Single,Bachelor,HR,Manager,1,Travel_Frequently,Contract,Mumbai,Yes,06-06-2015,10.7,1,4,68365,820380,10,37170,2,No,1,3,4,2,13,No,50,15,1,10,No,14,Yes,2,4,Consultancy,11848,53541,West,35-44
405,Male,23,Divorced,PhD,Operations,Team Lead,3,Travel_Frequently,Contract,Delhi,Yes,09-01-2019,7.1,8,2,70955,851460,12,13861,2,Yes,1,4,3,2,14,Yes,77,8,3,14,Yes,2,Yes,2,4,Campus,29659,56818,South,18-24
406,Female,29,Single,High School,Sales,Analyst,1,Non-Travel,Full-Time,Mumbai,Yes,18-01-2020,6.1,7,6,48176,578112,10,21395,2,Yes,4,2,1,3,9,Yes,19,6,3,4,Yes,27,No,1,1,Consultancy,34968,63923,North,25-34
407,Female,56,Single,Master,Sales,Manager,1,Travel_Rarely,Contract,Pune,No,11-02-2020,6,1,8,122449,1469388,24,39227,0,No,1,1,3,3,1,No,73,3,2,11,Yes,3,Yes,3,2,LinkedIn,45523,21080,West,55-64
408,Female,52,Divorced,PhD,HR,Team Lead,4,Travel_Rarely,Full-Time,Mumbai,No,05-11-2021,4.3,9,3,102641,1231692,19,21087,0,No,1,2,2,4,3,Yes,51,17,2,14,No,25,No,1,4,Referral,20857,62261,North,45-54
409,Male,36,Divorced,High School,Operations,Analyst,2,Travel_Frequently,Contract,Mumbai,Yes,02-08-2015,10.6,0,4,33580,402960,21,9910,2,Yes,2,4,3,1,10,Yes,12,6,2,8,Yes,8,Yes,1,3,Referral,40692,41348,North,35-44
410,Female,46,Married,Master,Sales,Team Lead,5,Non-Travel,Full-Time,Pune,No,22-05-2024,1.8,9,1,98824,1185888,23,29605,1,No,4,1,3,1,10,Yes,33,1,2,3,No,8,No,2,3,Referral,28756,36167,East,45-54
411,Male,59,Divorced,PhD,Marketing,Specialist,2,Non-Travel,Contract,Mumbai,No,19-03-2024,1.9,3,9,92153,1105836,13,22043,0,Yes,1,4,1,3,3,No,57,5,3,12,No,25,No,4,4,Referral,21231,92976,West,55-64
412,Female,54,Married,Bachelor,Finance,Manager,4,Non-Travel,Full-Time,Mumbai,No,17-01-2021,5.1,4,0,129522,1554264,12,39776,0,Yes,2,3,3,4,2,Yes,1,8,4,6,Yes,7,No,2,3,Consultancy,17897,84541,North,45-54
413,Female,34,Single,PhD,Marketing,Specialist,5,Non-Travel,Contract,Pune,No,24-04-2018,7.8,5,1,123462,1481544,22,37249,0,Yes,2,2,3,3,4,No,92,19,3,12,No,10,Yes,3,1,LinkedIn,27715,77042,North,25-34
414,Female,30,Married,PhD,Operations,Specialist,4,Travel_Rarely,Full-Time,Mumbai,Yes,17-12-2021,4.2,1,4,43450,521400,22,34890,1,Yes,3,2,3,3,5,Yes,20,1,3,4,No,21,No,3,3,Campus,46803,29638,West,25-34
415,Male,55,Divorced,Bachelor,Operations,Manager,3,Travel_Frequently,Full-Time,Mumbai,Yes,09-11-2020,5.3,5,0,70064,840768,21,9111,0,No,1,1,1,4,7,No,36,17,1,13,No,27,Yes,3,2,LinkedIn,26997,54640,East,45-54
416,Male,31,Married,PhD,Sales,Analyst,2,Non-Travel,Full-Time,Delhi,No,08-11-2024,1.3,5,7,132175,1586100,10,244,0,No,2,2,2,3,7,No,60,7,3,4,No,27,Yes,4,1,LinkedIn,28006,35051,East,25-34
417,Male,47,Married,High School,Sales,Executive,4,Non-Travel,Full-Time,Pune,Yes,22-10-2017,8.3,3,7,87551,1050612,10,18620,0,No,1,3,2,2,8,Yes,59,13,4,5,No,7,No,3,4,LinkedIn,40543,92780,West,45-54
418,Male,40,Married,Bachelor,Marketing,Executive,3,Travel_Rarely,Full-Time,Ahmedabad,No,10-11-2016,9.3,6,4,66902,802824,22,49223,2,Yes,1,1,4,2,13,No,66,2,3,9,No,19,Yes,1,2,Referral,16661,63021,West,35-44
419,Male,56,Married,Master,IT,Manager,2,Travel_Frequently,Contract,Ahmedabad,No,20-06-2019,6.7,7,5,137174,1646088,18,13189,1,Yes,2,4,3,2,8,Yes,52,11,1,13,No,14,No,1,3,Referral,37408,64528,North,55-64
420,Female,43,Married,PhD,Marketing,Manager,4,Travel_Frequently,Full-Time,Bangalore,Yes,09-08-2023,2.5,8,2,102641,1231692,7,48929,0,No,1,1,3,2,11,Yes,78,1,3,3,No,18,No,2,3,Consultancy,45092,62407,West,35-44
421,Female,59,Married,PhD,IT,Team Lead,2,Travel_Frequently,Contract,Ahmedabad,No,08-01-2022,4.1,6,1,91520,1098240,13,13686,0,No,4,4,1,2,4,No,56,6,2,8,Yes,29,No,2,4,Consultancy,37313,62103,North,55-64
422,Female,59,Divorced,High School,Operations,Specialist,4,Travel_Rarely,Contract,Bangalore,No,11-09-2015,10.5,2,0,146228,1754736,13,36600,2,No,1,3,2,4,6,Yes,49,19,3,3,No,2,No,4,2,LinkedIn,25816,37868,South,55-64
423,Male,35,Married,Master,HR,Analyst,2,Non-Travel,Contract,Mumbai,No,03-02-2022,4,0,6,99794,1197528,12,6182,2,Yes,3,4,4,3,9,Yes,18,15,1,6,No,18,No,4,4,LinkedIn,32058,49427,North,25-34
424,Male,43,Divorced,Bachelor,IT,Analyst,3,Non-Travel,Contract,Pune,No,25-08-2016,9.5,8,7,84666,1015992,15,5967,2,Yes,4,1,1,4,1,No,47,7,3,4,No,13,No,3,1,Referral,45556,63168,North,35-44
425,Female,23,Single,PhD,Marketing,Team Lead,5,Travel_Rarely,Contract,Ahmedabad,Yes,02-09-2015,10.5,1,0,109622,1315464,16,32019,0,Yes,4,3,3,3,6,No,45,11,3,4,Yes,7,No,2,1,Campus,16955,85642,West,18-24
426,Male,29,Married,High School,IT,Team Lead,1,Travel_Frequently,Contract,Pune,Yes,17-07-2023,2.6,7,4,81336,976032,16,48481,0,No,3,4,2,2,11,Yes,81,3,1,9,No,16,Yes,1,1,Campus,46075,78046,North,25-34
427,Female,50,Divorced,Bachelor,IT,Team Lead,2,Travel_Rarely,Full-Time,Delhi,No,05-08-2021,4.5,9,3,138521,1662252,21,19968,1,No,4,2,2,3,1,No,84,12,1,11,No,8,Yes,2,3,Consultancy,39389,83797,East,45-54
428,Male,33,Divorced,PhD,Operations,Executive,5,Non-Travel,Full-Time,Bangalore,Yes,01-09-2019,6.5,5,5,96421,1157052,11,18702,2,No,3,3,2,2,13,No,41,17,3,14,No,13,No,4,4,Referral,34276,92240,North,25-34
429,Female,54,Single,Master,Sales,Team Lead,5,Travel_Rarely,Contract,Ahmedabad,No,06-01-2024,2.1,9,6,48522,582264,5,13727,0,Yes,4,1,2,2,8,No,2,18,3,14,No,15,Yes,2,2,Referral,22875,47219,East,45-54
430,Female,50,Single,Bachelor,Sales,Executive,4,Travel_Rarely,Contract,Mumbai,No,27-08-2021,4.5,1,3,99781,1197372,5,23606,2,No,4,1,4,1,5,No,26,7,2,8,No,4,Yes,2,2,Consultancy,11938,64322,West,45-54
431,Female,30,Single,PhD,Operations,Specialist,4,Travel_Rarely,Contract,Ahmedabad,No,21-03-2016,9.9,8,2,140909,1690908,15,2606,2,No,2,1,4,2,12,No,17,2,4,12,No,16,No,1,3,LinkedIn,42782,29428,West,25-34
432,Male,59,Single,High School,HR,Team Lead,4,Travel_Frequently,Contract,Delhi,Yes,29-07-2015,10.6,8,7,109846,1318152,12,151,0,No,4,1,4,3,2,Yes,95,17,3,14,No,22,Yes,2,4,Campus,26040,89806,East,55-64
433,Male,24,Single,Bachelor,Finance,Executive,4,Non-Travel,Contract,Delhi,Yes,09-03-2020,6,5,2,75916,910992,8,46281,1,Yes,1,2,2,1,11,Yes,4,4,4,6,No,27,Yes,4,1,Referral,34220,23447,West,18-24
434,Male,56,Divorced,High School,HR,Analyst,2,Travel_Frequently,Full-Time,Delhi,Yes,08-01-2021,5.1,7,8,83001,996012,19,21649,2,Yes,1,3,1,2,10,No,77,5,1,11,No,13,Yes,2,1,LinkedIn,41559,88774,West,55-64
435,Female,53,Divorced,Master,HR,Executive,1,Non-Travel,Contract,Delhi,No,06-08-2016,9.5,9,0,91094,1093128,23,25370,0,Yes,1,3,3,1,11,Yes,94,16,3,10,Yes,12,No,1,2,Referral,21561,42578,West,45-54
436,Male,23,Married,Master,HR,Executive,5,Travel_Frequently,Contract,Delhi,No,16-07-2015,10.6,0,3,72879,874548,23,46901,0,Yes,3,3,4,1,5,Yes,55,15,3,10,No,23,Yes,2,1,Campus,17240,90478,East,18-24
437,Female,29,Married,PhD,Marketing,Executive,4,Non-Travel,Contract,Delhi,No,28-10-2024,1.3,3,4,25700,308400,22,42082,2,No,4,3,1,2,6,Yes,60,5,4,4,No,20,Yes,4,2,Consultancy,17188,43696,North,25-34
438,Male,57,Married,PhD,IT,Specialist,1,Travel_Rarely,Full-Time,Mumbai,Yes,14-05-2020,5.8,4,6,26584,319008,13,34549,2,Yes,3,3,2,4,14,Yes,91,6,4,14,Yes,1,No,3,4,Referral,15267,72647,East,55-64
